key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
18,"可以从无人岛的树木采集更多开拓素材了！","开拓用铁斧","无人岛棕榈叶",1,"无人岛原木",3,"无人岛铁矿",2,"无人岛石英",3,"无人岛棕榈叶",0,"无人岛棕榈叶",0,26
19,"将做好的工具交给探险小员吧！","魔法人偶用碎岩设备","无人岛棕榈叶",1,"无人岛棕榈原木",10,"无人岛铁矿",10,"无人岛石英",10,"无人岛天然树脂",10,"无人岛木化石",10,42
20,"可以从无人岛的部分岩石采集更多的新开拓素材了！","开拓用钢锤","无人岛棕榈叶",1,"无人岛原木",3,"无人岛铁矿",3,"无人岛木化石",3,"无人岛石炭",4,"无人岛棕榈叶",0,27
21,"制作了用于扩张开拓据点的工具！","空前绝后级魔法人偶用开拓设备","无人岛棕榈叶",1,"无人岛原木",10,"无人岛石炭",10,"无人岛大理石",10,"无人岛灵银矿",10,"无人岛幻影石",10,53
22,"将做好的工具交给探险小员吧！","真厉害级魔法人偶用碎岩设备","无人岛棕榈叶",1,"无人岛棕榈原木",10,"无人岛天然树脂",10,"无人岛木化石",10,"无人岛大理石",10,"无人岛灵银矿",10,43
23,"可以从无人岛的部分矿物采集更多的新开拓素材了！","开拓用秘银鹤嘴锄","无人岛棕榈叶",1,"无人岛铁矿",3,"无人岛天然树脂",3,"无人岛灵银矿",4,"无人岛鹰眼砂",3,"无人岛棕榈叶",0,28
24,"可以从无人岛的水晶采集新开拓素材了！","开拓用凿子","无人岛棕榈叶",1,"无人岛石炭",3,"无人岛翠银沙",3,"无人岛金矿",4,"无人岛鹰眼砂",3,"无人岛棕榈叶",0,29
25,"可以必定捕获栖息在无人岛内的小型动物了！","","高级捕兽网",1,"无人岛铁矿",25,"无人岛翠银沙",25,"无人岛石榴石原石",25,"无人岛云杉原木",25,"无人岛银矿",25,13
26,"可以必定捕获栖息在无人岛内的中型动物了！","","高级捕兽绳",1,"无人岛麻",25,"无人岛黄铜矿",25,"无人岛香荠",25,"无人岛云杉原木",25,"无人岛银矿",25,14
27,"可以必定捕获栖息在无人岛内的大型动物了！","","高级捕兽用催眠球",1,"无人岛水母",25,"无人岛鹰眼砂",25,"无人岛香荠",25,"无人岛锤头鲨",25,"无人岛长臂虾",25,15
