key,0,1,2,3,4,5,6
35,0,"無効",0,0,0,0,"罗斯利特牡蛎"
36,0,"無効",0,1,0,0,"暗塘鳢"
37,0,"無効",0,0,0,0,"拉诺西亚刺鱼"
38,0,"無効",0,0,0,0,"海神刀"
39,0,"無効",0,0,0,0,"沟鲫鱼"
40,2,"海水",0,0,0,0,"神仙鱼"
41,1,"淡水",0,0,0,0,"铜鱼"
42,0,"無効",0,0,0,0,"蓝铃鲑"
43,0,"無効",0,0,0,0,"折刀贝"
44,0,"無効",0,0,0,0,"泥软蟹"
45,0,"無効",0,0,0,0,"蓝章鱼"
46,2,"淡水",0,0,0,0,"三色鲤"
47,0,"無効",0,0,0,0,"深红蝲蛄"
48,0,"無効",0,1,0,0,"翡翠鳗"
49,2,"海水",0,0,0,0,"海毒鲀"
50,0,"無効",0,0,0,0,"圆蚌"
51,0,"無効",0,0,0,0,"暖水鳟"
52,0,"無効",0,0,0,0,"玻璃刺鱼"
53,0,"無効",0,0,0,0,"四眼鱼"
54,0,"無効",0,0,0,0,"刀鳍沙丁鱼"
55,0,"無効",0,1,0,0,"黑鳗"
56,2,"淡水",0,0,0,0,"暗鲈"
57,0,"無効",0,0,0,0,"蓝珊瑚"
58,0,"無効",0,0,0,0,"魔梭鱼"
59,0,"無効",0,0,0,0,"圣盾虾"
60,0,"無効",0,0,0,0,"清道琵琶鱼"
61,0,"無効",0,0,0,0,"钓鮟鱇"
62,0,"無効",0,0,0,0,"海马"
63,0,"無効",0,0,0,0,"上爬刺鱼"
64,0,"無効",0,0,0,0,"黑鲶鱼"
65,0,"無効",0,0,0,0,"比阿纳可鲷鱼"
66,0,"無効",0,0,0,0,"黑鬼鱼"
67,0,"無効",0,0,0,0,"黑鳎"
68,0,"無効",0,0,0,0,"八目鳗"
69,0,"無効",0,0,0,0,"披骨鱼"
70,3,"海水",0,0,0,0,"锤头鲨"
71,0,"無効",0,0,0,0,"宇格拉姆鲑鱼"
72,0,"無効",0,0,0,0,"苍皮海参"
73,0,"無効",0,0,0,0,"斑纹琵琶鱼"
74,0,"無効",0,0,0,0,"绿灯球藻"
75,2,"海水",0,0,0,0,"苍茫鲱"
76,0,"無効",0,0,0,0,"带鱼"
77,0,"無効",0,0,0,0,"灰海金枪鱼"
78,1,"淡水",0,0,0,0,"神握鳉"
79,0,"無効",0,0,0,0,"净骨蜗牛"
80,0,"無効",0,0,0,0,"蔓根跳鱼"
81,0,"無効",0,0,0,0,"叶海龙"
82,2,"淡水",0,0,0,0,"骨舌鱼"
83,2,"海水",0,1,0,0,"满月沙丁鱼"
84,0,"無効",0,0,0,0,"硬毛蟹"
85,0,"無効",0,0,0,0,"哈拉尔黑线鳕"
86,0,"無効",0,0,0,0,"蒙凯恩凯鱼"
87,0,"無効",0,0,0,0,"樱鳟"
88,0,"無効",0,0,0,0,"白蝶贝"
89,0,"無効",0,0,0,0,"沙鱼"
90,0,"無効",0,0,0,0,"银鱼"
91,2,"淡水",0,0,0,0,"小丑鳅"
92,0,"無効",0,0,0,0,"沙鲷鱼"
93,0,"無効",0,0,0,0,"薰衣草印鱼"
94,0,"無効",0,0,0,0,"铠甲琵琶鱼"
95,0,"無効",0,0,0,0,"巨鲈"
96,0,"無効",0,0,0,0,"沙鲶鱼"
97,0,"無効",0,0,0,0,"气泡鱼"
98,0,"無効",0,0,0,0,"威罗迪纳鲤鱼"
99,0,"無効",0,0,0,0,"斑点鲀"
100,0,"無効",0,0,0,0,"土遁鱼"
101,0,"無効",0,0,0,0,"黄金鳅"
102,0,"無効",0,0,0,0,"飞沙鱼"
103,0,"無効",0,1,0,0,"纳尔札尔鳗鱼"
104,2,"淡水",0,0,0,0,"绯红鳟"
105,2,"淡水",0,0,0,0,"盘丽鱼"
106,0,"無効",0,0,0,0,"蚁狮蛞蝓"
107,0,"無効",0,0,0,0,"红珊瑚"
108,0,"無効",0,0,0,0,"石绿湖鳟鱼"
109,0,"無効",0,0,0,0,"火狱蜗牛"
110,0,"無効",0,0,0,0,"沙丘蝠鲼"
111,4,"海水",0,0,0,0,"银鲨"
112,0,"無効",0,0,0,0,"王家琵琶鱼"
113,0,"無効",1,0,0,0,"雷纹鱼"
114,0,"無効",0,0,0,0,"龙门鱼"
115,0,"無効",0,0,0,0,"刀背鱼"
116,0,"無効",0,0,0,0,"梭子鰆"
117,2,"淡水",1,0,0,0,"求雨鱼"
118,0,"無効",0,1,0,0,"橡根鱼"
119,0,"無効",0,0,0,0,"杜父鱼"
120,0,"無効",0,0,0,0,"黑蝶贝"
121,0,"無効",0,0,0,0,"南方狗鱼"
122,0,"無効",0,0,0,0,"北方狗鱼"
123,0,"無効",0,0,0,0,"地灵鲀"
124,0,"無効",0,0,0,0,"鹦鹉螺"
125,2,"淡水",1,0,0,0,"射水鱼"
126,0,"無効",0,0,0,0,"云水母"
127,3,"淡水",0,0,0,0,"哥布林刺鱼"
128,0,"無効",0,0,0,0,"永恒鲤"
129,0,"無効",0,0,0,0,"刺鳗"
130,0,"無効",0,0,0,0,"暗斗鱼"
131,0,"無効",0,0,0,0,"淤泥跳鱼"
132,0,"無効",0,0,0,0,"天鱼"
133,3,"海水",0,0,0,0,"隆头鱼"
134,0,"無効",0,0,0,0,"破云飞鱼"
135,0,"無効",0,0,0,0,"震雷鱼"
136,0,"無効",0,0,0,0,"雀鳝"
137,0,"無効",0,0,0,0,"飞蝠鲼"
138,0,"無効",0,0,0,0,"平鱼"
139,0,"無効",0,0,0,0,"北洲鲈"
140,2,"淡水",1,0,0,0,"帕戈尔赞盘丽鱼"
141,0,"無効",0,0,0,0,"争斗琵琶鱼"
142,0,"無効",0,0,0,0,"扬帆鱼"
143,0,"無効",0,0,0,0,"海魔鱼"
144,0,"無効",0,0,0,0,"繁星鳟鱼"
145,0,"無効",0,0,0,0,"战争神狗鱼"
146,2,"淡水",0,0,0,0,"金鱼"
147,0,"無効",0,0,0,0,"撒沟厉钓鮟鱇"
148,0,"無効",0,0,0,0,"浮云碟"
149,0,"無効",0,1,0,0,"海岩龙虾"
150,0,"無効",0,0,0,0,"吸血八目鳗"
151,2,"淡水",0,0,0,0,"山岳神杜父鱼"
152,0,"無効",0,0,0,0,"拟鮟鱇"
153,0,"無効",0,0,0,0,"洞穴螯虾"
154,0,"無効",0,0,0,0,"豹鱼"
155,0,"無効",1,0,0,0,"小撒拉奥斯"
156,0,"無効",0,0,0,0,"愿贝"
157,0,"無効",0,1,0,0,"大钝甲鱼"
158,0,"無効",1,1,0,0,"日轮"
159,0,"無効",0,1,0,0,"麻希鲯鳅"
160,0,"無効",0,0,0,0,"大比目鱼"
161,0,"無効",0,0,0,0,"长吻鳄鳝"
162,0,"無効",0,0,0,0,"乌兹刀背鱼"
163,0,"無効",0,0,0,0,"巨鲶鱼"
164,0,"無効",0,0,0,0,"旅沙鳗"
165,4,"海水",0,0,0,0,"马兹拉雅枪鱼"
166,3,"海水",0,0,0,0,"腔棘鱼"
167,0,"無効",1,0,0,0,"腐鱼"
168,0,"無効",0,0,0,0,"喙嘴龙"
169,0,"無効",0,0,0,0,"巨型乌贼"
170,0,"無効",0,0,0,0,"基迦章鱼"
171,0,"無効",0,0,0,0,"翻车鱼"
172,4,"海水",0,0,0,0,"恐鱼"
173,0,"無効",1,0,0,0,"蘑菇蟹"
174,2,"淡水",1,0,0,0,"雷神鱼"
175,0,"無効",0,0,0,0,"斑点雀鳝"
176,3,"淡水",0,0,0,0,"煌鱼"
177,0,"無効",0,0,0,0,"弓鳍鱼"
178,0,"無効",0,1,0,0,"环棘鱼"
179,4,"海水",0,0,0,0,"巨齿鲨"
180,4,"海水",1,1,0,0,"锯鲛"
181,0,"無効",0,0,0,0,"泷太郎"
182,0,"無効",0,0,0,0,"巨骨舌鱼"
183,0,"無効",0,0,0,0,"庞鱼"
184,0,"無効",0,0,0,0,"丛林鲶鱼"
185,0,"無効",0,0,0,0,"精金幼龟"
186,0,"無効",0,0,0,0,"巨蝌蚪"
187,0,"無効",2,0,2,0,"扎尔艾拉"
188,0,"無効",2,0,2,0,"无赖王"
189,0,"無効",2,0,2,0,"山神印"
190,0,"無効",2,0,2,0,"高声鲶鱼"
191,0,"無効",2,0,2,0,"水晶刺鱼"
192,0,"無効",2,0,2,0,"莫尔巴"
193,4,"海水",2,0,2,0,"拾荒鮟鱇"
194,2,"海水",2,0,2,0,"金鳍蝶"
195,0,"無効",2,0,2,0,"巨鲨"
196,0,"無効",2,0,2,0,"鳞脚螺"
197,0,"無効",2,0,2,0,"隐沙鱼"
198,0,"無効",2,0,2,0,"暗骑士"
199,4,"海水",2,0,2,0,"银君"
200,0,"無効",2,0,2,0,"剑齿鳕"
201,0,"無効",2,0,2,0,"梦幻虾虎"
202,2,"海水",2,0,2,0,"海神剑"
203,0,"無効",2,0,2,0,"暗兵鳢"
204,0,"無効",2,0,2,0,"审判鳐"
205,0,"無効",2,0,2,0,"酿血鱼"
206,0,"無効",2,0,2,0,"仙后鲈"
207,0,"無効",2,0,2,0,"滑溜帝王"
208,2,"淡水",2,0,2,0,"蓝寡妇"
209,0,"無効",2,0,2,0,"人面鲤"
210,0,"無効",2,0,2,0,"倔强鲫鱼"
211,0,"無効",2,0,2,0,"朝圣泥鱼"
212,0,"無効",2,0,2,0,"垂暮蝲蛄"
213,0,"無効",2,0,2,0,"净髓蜗牛"
214,0,"無効",2,0,2,0,"外科医生"
215,0,"無効",2,0,2,0,"泥巨蟹兵"
216,0,"無効",2,0,2,0,"猛犸章鱼"
217,0,"無効",2,0,2,0,"圣母鲤"
218,2,"淡水",2,0,2,0,"高刺鱼"
219,0,"無効",2,0,2,0,"希尔德拉"
220,0,"無効",2,0,2,0,"铆钉牡蛎"
221,0,"無効",2,0,2,0,"剪刀手雅克"
222,0,"無効",2,0,2,0,"招雨王"
223,0,"無効",2,0,2,0,"铜镜"
224,2,"淡水",2,0,2,0,"鱼大叔"
225,0,"無効",2,0,2,0,"陨石幸存者"
226,0,"無効",2,0,2,0,"圣鳟贞德"
227,0,"無効",2,0,2,0,"特拉玛豹鱼"
228,0,"無効",2,0,2,0,"断指龙虾"
229,0,"無効",2,0,2,0,"终结者"
230,0,"無効",2,0,2,0,"大蛇鳗"
231,0,"無効",2,0,2,0,"比阿纳可大帝"
232,0,"無効",2,0,2,0,"肮脏鲱"
233,0,"無効",2,0,2,0,"虚空之眼"
234,0,"無効",2,0,2,0,"妖祸鱼"
235,0,"無効",2,0,2,0,"浮游石"
236,0,"無効",2,0,2,0,"露齿鲤"
237,0,"無効",2,0,2,0,"金枪鲨"
238,0,"無効",2,0,2,0,"尼姆蠕虫"
239,0,"無効",2,0,2,0,"抽须王"
240,0,"無効",2,0,2,0,"太阳神杖"
241,0,"無効",2,0,2,0,"枪鼻头"
242,0,"無効",2,0,2,0,"雷神光"
243,0,"無効",2,0,2,0,"沉川鲑"
244,0,"無効",2,0,2,0,"刺鱼教父"
245,0,"無効",2,0,2,0,"芳香蝾螈"
246,3,"海水",2,0,2,0,"轰击泡"
247,0,"無効",2,0,2,0,"浓盐鲀"
248,0,"無効",2,0,2,0,"孤独杀手"
249,0,"無効",2,0,2,0,"温泉王"
250,0,"無効",2,0,2,0,"铁饼"
251,0,"無効",2,0,2,0,"铁索"
252,0,"無効",2,0,2,0,"沙海肠虫"
253,0,"無効",2,0,2,0,"魔毯"
254,0,"無効",2,0,2,0,"圣人标"
255,0,"無効",2,0,2,0,"冥河灯"
256,0,"無効",2,0,2,0,"绿小丑"
257,0,"無効",2,0,2,0,"血浴"
258,0,"無効",2,0,2,0,"雷皇子"
259,0,"無効",2,0,2,0,"吞雷鱼"
260,0,"無効",2,0,2,0,"沉溺射手"
261,0,"無効",2,0,2,0,"丽舞蟹"
262,2,"淡水",2,0,2,0,"银镜鱼"
263,4,"海水",2,0,2,0,"翻舵手"
264,0,"無効",2,0,2,0,"千年殇"
265,3,"淡水",2,0,2,0,"汉尼拔"
266,0,"無効",2,0,2,0,"黎明少女"
267,0,"無効",2,0,2,0,"星光鳟鱼"
268,0,"無効",2,0,2,0,"一家之母"
269,0,"無効",2,0,2,0,"影纹狗鱼"
270,0,"無効",2,0,2,0,"船长圣杯"
271,0,"無効",2,0,2,0,"奇虾"
272,0,"無効",2,0,2,0,"皱鳃鲨"
273,0,"無効",2,0,2,0,"以太虱"
274,0,"無効",2,0,2,0,"皇金鱼"
275,0,"無効",2,0,2,0,"海中老人"
276,0,"無効",2,0,2,0,"涅普特龙"
277,0,"無効",2,0,2,0,"空棘鱼"
278,0,"無効",2,0,2,0,"内角石"
279,0,"無効",2,0,2,0,"海巫婆"
280,0,"無効",2,0,2,0,"炼狱火角"
281,0,"無効",2,0,2,0,"虚无鲈"
282,0,"無効",2,0,2,0,"科内利亚"
283,0,"無効",2,0,2,0,"忍斗鱼"
284,4,"淡水",2,0,2,0,"加诺"
285,0,"無効",2,0,2,0,"杀手库诺"
286,0,"無効",2,0,2,0,"海盗猎人"
287,0,"無効",2,0,2,0,"恩登德奇"
288,0,"無効",2,0,2,0,"吸血鞭"
289,0,"無効",2,0,2,0,"乌兹刀背鱼·天极"
290,0,"無効",2,0,2,0,"旋齿鲨"
291,0,"無効",2,0,2,0,"暗星"
292,0,"無効",2,0,2,0,"蓝尸"
293,0,"無効",2,0,2,0,"马哈尔"
294,0,"無効",2,0,2,0,"秀尼鱼龙"
295,0,"無効",2,0,2,0,"魔幻蘑菇蟹"
296,4,"淡水",2,0,2,0,"大泷太郎"
297,0,"無効",2,0,2,0,"波太郎"
298,3,"淡水",2,0,2,0,"血红龙"
299,0,"無効",0,1,1,0,"大愿贝"
300,0,"無効",0,0,0,1,"碎冰鱼"
301,0,"無効",0,0,0,0,"白云珊瑚"
302,0,"無効",0,0,0,0,"冰战神"
303,0,"無効",0,0,0,0,"天虫"
304,0,"無効",0,0,0,0,"山峰蟹"
305,0,"無効",0,0,0,0,"利齿蛤蜊"
306,0,"無効",0,0,1,0,"湖胆"
307,3,"淡水",1,0,0,1,"赤刺"
308,0,"無効",0,0,0,0,"蓝螯虾"
309,0,"無効",1,0,0,0,"星花"
310,0,"無効",1,0,0,1,"冰川核"
311,0,"無効",0,0,0,0,"魔角蜗牛"
312,0,"無効",0,1,0,1,"黑巫鱼"
313,0,"無効",1,0,0,0,"热破"
314,0,"無効",0,0,0,0,"麻伊博伊"
315,0,"無効",0,0,0,0,"三唇鲤"
316,0,"無効",0,0,0,0,"牛蛙"
317,0,"無効",0,0,0,0,"云鱼"
318,0,"無効",0,0,0,0,"马湖瓦伊"
319,0,"無効",0,0,1,0,"石蚌"
320,0,"無効",0,0,0,0,"飘浮蛋"
321,0,"無効",0,0,0,0,"白影"
322,0,"無効",0,0,1,0,"蓝天珊瑚"
323,0,"無効",0,0,0,0,"显贵樱鳟"
324,0,"無効",0,0,0,0,"角菊石"
325,1,"淡水",0,1,0,1,"凸眼金鱼"
326,0,"無効",1,0,0,0,"草鱼"
327,2,"淡水",1,0,0,0,"皮皮拉皮拉鱼"
328,1,"淡水",0,1,0,1,"倒仰鲶鱼"
329,2,"淡水",0,1,0,0,"亲吻鱼"
330,0,"無効",0,0,0,0,"法冠蛞蝓"
331,0,"無効",0,0,0,0,"熔岩鲎"
332,0,"無効",1,0,0,0,"风暴核"
333,0,"無効",0,0,0,0,"知识神杜父鱼"
334,0,"無効",0,0,0,0,"基迦石斑鱼"
335,3,"淡水",1,0,0,0,"瓦努头"
336,2,"淡水",0,0,0,0,"图丽鱼"
337,0,"無効",1,0,0,0,"肺鱼"
338,4,"淡水",0,0,0,0,"虎鱼"
339,0,"無効",0,0,0,0,"夕月天女"
340,0,"無効",0,0,0,0,"花岗蟹"
341,0,"無効",0,0,0,0,"火妖小马"
342,0,"無効",0,0,0,0,"船虫"
343,0,"無効",0,0,0,0,"蝼蛄"
344,0,"無効",0,0,0,0,"莫古球球"
345,0,"無効",0,0,1,0,"岩浆树"
346,0,"無効",0,0,0,0,"云上骑士"
347,0,"無効",1,1,0,1,"龙堡鲈"
348,0,"無効",1,0,0,0,"山地鲀"
349,0,"無効",1,0,0,0,"求雪鱼"
350,2,"淡水",0,0,0,0,"龙骨鱼"
351,0,"無効",1,0,0,0,"冰神鱼"
352,0,"無効",1,0,0,0,"食冰水母"
353,0,"無効",0,1,0,1,"多鳍鱼"
354,2,"淡水",0,0,0,1,"白丽鱼"
355,0,"無効",0,0,0,0,"暗影须"
356,0,"無効",0,0,0,0,"哥布面具"
357,0,"無効",0,0,0,0,"蓝色美杜莎"
358,0,"無効",0,0,1,0,"鳞匠螺"
359,0,"無効",0,0,0,0,"黑鞭"
360,0,"無効",0,1,0,1,"小钝口螈"
361,0,"無効",0,0,0,0,"亚拉戈高位钢盔鲎"
362,0,"無効",0,0,0,0,"白金鱼"
363,0,"無効",0,0,0,0,"以太之眼"
364,0,"無効",0,0,0,0,"阿济兹鱼"
365,0,"無効",0,0,0,0,"水晶鳍"
366,0,"無効",0,0,0,0,"香鱼"
367,2,"淡水",0,0,0,0,"蝴蝶鱼"
368,0,"無効",0,0,0,0,"百鳍"
369,0,"無効",0,0,0,0,"秋叶鱼"
370,0,"無効",1,1,0,1,"魔帆"
371,0,"無効",0,0,0,0,"天空清道夫"
372,0,"無効",0,1,0,0,"岩浆虱"
373,0,"無効",0,0,0,0,"陨龟"
374,0,"無効",0,0,0,0,"魔科学物质123"
375,0,"無効",1,0,0,0,"褐飞刀"
376,0,"無効",0,0,0,0,"学士贝"
377,0,"無効",0,0,0,0,"水剑鱼"
378,0,"無効",0,1,0,1,"西水弓鳍鱼"
379,0,"無効",0,0,0,0,"气球鲀"
380,0,"無効",0,0,0,0,"朝日天女"
381,0,"無効",0,0,1,0,"黄昏珊瑚"
382,0,"無効",0,1,0,0,"白章鱼"
383,0,"無効",0,0,0,0,"龙魂"
384,0,"無効",0,0,0,0,"龙卷鲨"
385,0,"無効",1,0,0,0,"高风水母"
386,0,"無効",0,0,0,0,"化石骨舌鱼"
387,0,"無効",0,0,0,0,"原型洛浦肯"
388,0,"無効",0,1,0,1,"凯门鳄"
389,4,"淡水",1,1,0,0,"真光层巨骨舌鱼"
390,0,"無効",0,0,0,1,"青蓝之手刺鱼"
391,0,"無効",0,0,0,0,"高天鱼"
392,0,"無効",0,0,0,0,"瓦斯鲀"
393,0,"無効",0,0,0,0,"魔鱼"
394,0,"無効",0,0,0,0,"不明飞行物"
395,0,"無効",0,0,0,0,"温泉医生鱼"
396,0,"無効",0,0,0,0,"蛉蝎"
397,0,"無効",0,0,0,0,"攀岩鱼"
398,0,"無効",1,0,0,0,"鲜血跳鱼"
399,0,"無効",0,0,0,0,"眼镜蛇鱼"
400,0,"無効",0,0,0,1,"飞灵"
401,0,"無効",1,0,0,0,"油鳗"
402,0,"無効",0,1,0,0,"宝石水母"
403,0,"無効",0,0,0,0,"战舰鱼"
404,0,"無効",0,0,0,0,"星码龙虾"
405,0,"無効",0,0,0,0,"内陆刺鱼"
406,0,"無効",0,0,0,0,"熔岩鲶鱼"
407,0,"無効",0,1,0,1,"无齿翼龙"
408,0,"無効",0,0,0,0,"飞翼鲂"
409,0,"無効",0,0,1,0,"温泉胆"
410,0,"無効",0,0,0,0,"樱鳟鱼"
411,0,"無効",0,0,0,1,"惊龟"
412,0,"無効",0,0,0,0,"黑魔法鱼"
413,0,"無効",1,0,0,1,"桶眼鱼"
414,0,"無効",0,1,0,1,"落雷鳗"
415,0,"無効",1,0,0,0,"飞猫杀手"
416,4,"淡水",0,1,0,1,"哲学骨舌鱼"
417,0,"無効",0,1,0,1,"沙利亚克鳄"
418,0,"無効",1,1,0,0,"熔岩王"
419,0,"無効",0,1,0,1,"妖精翼龙"
420,0,"無効",0,0,0,1,"吸血魔毯"
421,0,"無効",0,0,0,0,"风暴骑士"
422,0,"無効",1,0,0,0,"狂斗鱼"
423,0,"無効",0,1,0,1,"毛鳞鱼"
424,0,"無効",1,0,0,0,"欧洛浦肯"
425,0,"無効",1,1,0,0,"库尔札斯海若螺"
426,0,"無効",0,0,0,1,"龙堡公鱼"
427,0,"無効",1,1,1,0,"天空珊瑚"
428,0,"無効",1,1,0,0,"太阳帆"
429,0,"無効",1,1,0,0,"哥布林鲈"
430,0,"無効",1,0,1,0,"熔岩蜗牛"
431,0,"無効",0,1,0,1,"琥珀蝾螈"
432,0,"無効",0,0,0,0,"沼鯥"
433,0,"無効",1,0,0,0,"棉云魟"
434,0,"無効",0,0,0,0,"夜翼鱼龙"
435,0,"無効",0,0,0,0,"祭司鱼"
436,0,"無効",0,0,1,0,"库尔札斯牡蛎"
437,0,"無効",1,1,0,0,"古象鼻鱼"
438,0,"無効",0,0,0,0,"妖祸克拉肯"
439,0,"無効",1,0,0,0,"鳞鲶"
440,0,"無効",0,0,1,0,"魔法水桶"
441,0,"無効",2,0,2,0,"鼓钱袋"
442,0,"無効",2,0,2,0,"雪人杀手"
443,0,"無効",2,0,2,0,"拉·雷亚尔"
444,0,"無効",2,0,2,0,"龙鳞撕裂者"
445,0,"無効",2,0,2,0,"噩梦之种"
446,0,"無効",2,0,2,0,"巨陨龟"
447,0,"無効",2,0,2,0,"水瓶王"
448,0,"無効",2,0,2,0,"维德弗尼尔"
449,0,"無効",2,0,2,0,"拉塔托斯克之魂"
450,0,"無効",2,0,2,0,"水墨鱼"
451,0,"無効",2,0,2,0,"卷风鲨"
452,0,"無効",2,0,2,0,"进化型亚拉戈高位钢盔鲎"
453,0,"無効",2,0,2,0,"无光层巨骨舌鱼"
454,0,"無効",2,0,2,0,"吞冰水母"
455,0,"無効",2,0,2,0,"核爆鱼"
456,0,"無効",2,0,2,0,"叉舌鱼"
457,0,"無効",2,0,2,0,"蝴蝶夫人"
458,0,"無効",2,0,2,0,"莫古尔古球球"
459,0,"無効",2,0,2,0,"卷层云魟"
460,0,"無効",2,0,2,0,"圣龙泪"
461,0,"無効",2,0,2,0,"魔科学物质666"
462,0,"無効",2,0,2,0,"百目螈"
463,0,"無効",2,0,2,0,"万事通鲈"
464,0,"無効",2,0,2,0,"冰之巫女"
465,0,"無効",2,0,2,0,"双型齿翼龙"
466,0,"無効",2,0,2,0,"姥鲨"
467,0,"無効",2,0,2,0,"亚拉戈剑鲨"
468,0,"無効",2,0,2,0,"大祭司鱼"
469,0,"無効",2,0,2,0,"尼摩船长"
470,4,"淡水",2,0,2,0,"猴面雀杀手"
471,0,"無効",2,0,2,0,"赛缇"
472,0,"無効",2,0,2,0,"水晶飞鸽"
473,0,"無効",2,0,2,0,"雷鳞蝾螈"
474,0,"無効",2,0,2,0,"里德尔"
475,0,"無効",2,0,2,0,"熔岩帝王"
476,0,"無効",2,0,2,0,"能言者"
477,0,"無効",2,0,2,0,"千鳍"
478,0,"無効",2,0,2,0,"风暴血骑士"
479,0,"無効",2,0,2,0,"莫名熔岩鱼"
480,0,"無効",2,0,2,0,"欧巴宾海蝎"
481,1,"淡水",2,0,2,0,"铠鱼"
482,0,"無効",2,0,2,0,"云海蝴蝶螺"
483,0,"無効",2,0,2,0,"沙里贝涅"
484,0,"無効",2,0,2,0,"兰代勒翼龙"
485,0,"無効",0,0,0,1,"萨维奈秋叶鱼"
486,0,"無効",0,0,0,1,"清澈冰战神"
487,0,"無効",0,0,1,1,"云海红珊瑚"
488,0,"無効",0,0,0,1,"心贝"
489,0,"無効",0,0,0,1,"河虾"
490,0,"無効",0,0,0,0,"彗星鲦"
491,0,"無効",0,0,0,0,"金丽鱼"
492,0,"無効",0,0,0,0,"阿巴拉提亚苦鱼"
493,2,"淡水",0,0,0,0,"暗缟虾虎"
494,0,"無効",0,0,0,0,"头铁鳟"
495,0,"無効",0,0,0,0,"破损蟹"
496,0,"無効",1,0,0,0,"缪恩鱼"
497,0,"無効",0,0,0,0,"寺院鲫鱼"
498,0,"無効",0,0,0,0,"气球蛙"
499,0,"無効",0,0,0,0,"灯笼球藻"
500,0,"無効",0,0,0,0,"逆流鱼"
501,0,"無効",0,0,0,0,"精金多鳍鱼"
502,0,"無効",0,0,0,0,"溶骨蜗牛"
503,0,"無効",0,0,0,0,"落叶鱼"
504,0,"無効",0,0,0,1,"威罗迪纳草鱼"
505,2,"淡水",0,0,0,0,"高地刺鱼"
506,0,"無効",0,0,0,0,"谷爬鱼"
507,0,"無効",0,0,0,0,"幻象鲢鱼"
508,0,"無効",0,0,0,0,"角尊鳅"
509,0,"無効",0,0,0,0,"基拉巴尼亚鳟"
510,0,"無効",0,0,0,0,"唾血龙虾"
511,0,"無効",0,0,0,0,"武斗鱼"
512,0,"無効",0,0,0,0,"银币鱼"
513,0,"無効",1,0,0,0,"小流星"
514,0,"無効",0,1,0,0,"倾仰鲶鱼"
515,0,"無効",1,0,0,0,"涅槃蟹"
516,0,"無効",0,0,0,0,"砂砾鱼"
517,0,"無効",0,0,0,0,"鳀鱼"
518,0,"無効",0,0,0,0,"琉璃鲱"
519,0,"無効",0,0,0,0,"地狱水母"
520,0,"無効",0,0,1,0,"红玉珊瑚"
521,0,"無効",0,0,1,0,"苍玉珊瑚"
522,0,"無効",0,0,1,0,"白骨珊瑚"
523,0,"無効",0,0,0,0,"红玉虾"
524,0,"無効",0,0,0,0,"黑斑花蛇鳗"
525,0,"無効",0,0,0,0,"石楠嘉鱼"
526,0,"無効",0,0,0,0,"电鲶鱼"
527,0,"無効",0,0,0,0,"死亡鳅"
528,0,"無効",0,0,0,0,"夫蟹"
529,0,"無効",0,0,0,0,"素面蝲蛄"
530,0,"無効",0,0,0,0,"阿巴拉提亚蝾螈"
531,0,"無効",0,0,0,0,"洞穴鳉"
532,0,"無効",0,0,0,0,"拉尔戈落雷"
533,0,"無効",0,0,0,1,"东洲蝴蝶鱼"
534,0,"無効",0,0,0,0,"鱼大夫"
535,0,"無効",0,0,0,0,"木叶龙"
