key,0,1,2,3,4
24,"ui/icon/190000/190314.tex","ui/icon/082000/082091.tex","BannerCondition#137",2163,"吟游诗人（华丽）"
25,"ui/icon/190000/190315.tex","ui/icon/082000/082091.tex","BannerCondition#138",2164,"机工士（华丽）"
26,"ui/icon/190000/190316.tex","ui/icon/082000/082091.tex","BannerCondition#139",2165,"舞者（华丽）"
27,"ui/icon/190000/190317.tex","ui/icon/082000/082091.tex","BannerCondition#140",2166,"黑魔法师（华丽）"
28,"ui/icon/190000/190318.tex","ui/icon/082000/082091.tex","BannerCondition#141",2167,"召唤师（华丽）"
29,"ui/icon/190000/190319.tex","ui/icon/082000/082091.tex","BannerCondition#142",2168,"赤魔法师（华丽）"
30,"ui/icon/190000/190401.tex","ui/icon/082000/082091.tex","BannerCondition#143",3000,"星极队"
31,"ui/icon/190000/190402.tex","ui/icon/082000/082091.tex","BannerCondition#144",3001,"灵极队"
32,"ui/icon/190000/190403.tex","ui/icon/082000/082091.tex","BannerCondition#145",3200,"第1赛季水晶冲突：王者"
33,"ui/icon/190000/190404.tex","ui/icon/082000/082091.tex","BannerCondition#146",3201,"第1赛季水晶冲突：勇者"
34,"ui/icon/190000/190405.tex","ui/icon/082000/082091.tex","BannerCondition#147",3202,"第1赛季水晶冲突：获奖者"
35,"ui/icon/190000/190406.tex","ui/icon/082000/082091.tex","BannerCondition#148",3208,"第1赛季水晶冲突：青铜"
36,"ui/icon/190000/190407.tex","ui/icon/082000/082091.tex","BannerCondition#149",3207,"第1赛季水晶冲突：白银"
37,"ui/icon/190000/190408.tex","ui/icon/082000/082091.tex","BannerCondition#150",3206,"第1赛季水晶冲突：黄金"
38,"ui/icon/190000/190409.tex","ui/icon/082000/082091.tex","BannerCondition#151",3205,"第1赛季水晶冲突：白金"
39,"ui/icon/190000/190410.tex","ui/icon/082000/082091.tex","BannerCondition#152",3204,"第1赛季水晶冲突：钻石"
40,"ui/icon/190000/190411.tex","ui/icon/082000/082091.tex","BannerCondition#153",3203,"第1赛季水晶冲突：水晶"
41,,,"BannerCondition#0",0,""
42,,,"BannerCondition#0",0,""
43,"ui/icon/190000/190201.tex","ui/icon/082000/082091.tex","BannerCondition#156",2000,"剑术师"
44,"ui/icon/190000/190202.tex","ui/icon/082000/082091.tex","BannerCondition#157",2001,"斧术师"
45,"ui/icon/190000/190203.tex","ui/icon/082000/082091.tex","BannerCondition#158",2002,"幻术师"
46,"ui/icon/190000/190204.tex","ui/icon/082000/082091.tex","BannerCondition#159",2003,"格斗家"
47,"ui/icon/190000/190205.tex","ui/icon/082000/082091.tex","BannerCondition#160",2004,"枪术师"
48,"ui/icon/190000/190206.tex","ui/icon/082000/082091.tex","BannerCondition#161",2005,"双剑师"
49,"ui/icon/190000/190207.tex","ui/icon/082000/082091.tex","BannerCondition#162",2006,"弓箭手"
50,"ui/icon/190000/190208.tex","ui/icon/082000/082091.tex","BannerCondition#163",2007,"咒术师"
51,"ui/icon/190000/190209.tex","ui/icon/082000/082091.tex","BannerCondition#164",2008,"秘术师"
52,"ui/icon/190000/190210.tex","ui/icon/082000/082091.tex","BannerCondition#165",2050,"骑士（简易）"
53,"ui/icon/190000/190211.tex","ui/icon/082000/082091.tex","BannerCondition#166",2051,"战士（简易）"
54,"ui/icon/190000/190212.tex","ui/icon/082000/082091.tex","BannerCondition#167",2052,"暗黑骑士（简易）"
55,"ui/icon/190000/190213.tex","ui/icon/082000/082091.tex","BannerCondition#168",2053,"绝枪战士（简易）"
56,"ui/icon/190000/190214.tex","ui/icon/082000/082091.tex","BannerCondition#169",2054,"白魔法师（简易）"
57,"ui/icon/190000/190215.tex","ui/icon/082000/082091.tex","BannerCondition#170",2055,"学者（简易）"
58,"ui/icon/190000/190216.tex","ui/icon/082000/082091.tex","BannerCondition#171",2056,"占星术士（简易）"
59,"ui/icon/190000/190217.tex","ui/icon/082000/082091.tex","BannerCondition#172",2057,"贤者（简易）"
60,"ui/icon/190000/190218.tex","ui/icon/082000/082091.tex","BannerCondition#173",2058,"武僧（简易）"
61,"ui/icon/190000/190219.tex","ui/icon/082000/082091.tex","BannerCondition#174",2059,"龙骑士（简易）"
62,"ui/icon/190000/190220.tex","ui/icon/082000/082091.tex","BannerCondition#175",2060,"忍者（简易）"
63,"ui/icon/190000/190221.tex","ui/icon/082000/082091.tex","BannerCondition#176",2061,"武士（简易）"
64,"ui/icon/190000/190222.tex","ui/icon/082000/082091.tex","BannerCondition#177",2062,"钐镰客（简易）"
65,"ui/icon/190000/190223.tex","ui/icon/082000/082091.tex","BannerCondition#178",2063,"吟游诗人（简易）"
66,"ui/icon/190000/190224.tex","ui/icon/082000/082091.tex","BannerCondition#179",2064,"机工士（简易）"
67,"ui/icon/190000/190225.tex","ui/icon/082000/082091.tex","BannerCondition#180",2065,"舞者（简易）"
68,"ui/icon/190000/190226.tex","ui/icon/082000/082091.tex","BannerCondition#181",2066,"黑魔法师（简易）"
69,"ui/icon/190000/190227.tex","ui/icon/082000/082091.tex","BannerCondition#182",2067,"召唤师（简易）"
70,"ui/icon/190000/190228.tex","ui/icon/082000/082091.tex","BannerCondition#183",2068,"赤魔法师（简易）"
71,"ui/icon/190000/190229.tex","ui/icon/082000/082091.tex","BannerCondition#184",2069,"青魔法师（简易）"
72,"ui/icon/190000/190230.tex","ui/icon/082000/082091.tex","BannerCondition#244",2100,"刻木匠（简易）"
73,"ui/icon/190000/190231.tex","ui/icon/082000/082091.tex","BannerCondition#245",2101,"锻铁匠（简易）"
74,"ui/icon/190000/190232.tex","ui/icon/082000/082091.tex","BannerCondition#246",2102,"铸甲匠（简易）"
75,"ui/icon/190000/190233.tex","ui/icon/082000/082091.tex","BannerCondition#247",2103,"雕金匠（简易）"
76,"ui/icon/190000/190234.tex","ui/icon/082000/082091.tex","BannerCondition#248",2104,"制革匠（简易）"
77,"ui/icon/190000/190235.tex","ui/icon/082000/082091.tex","BannerCondition#249",2105,"裁衣匠（简易）"
78,"ui/icon/190000/190236.tex","ui/icon/082000/082091.tex","BannerCondition#250",2106,"炼金术士（简易）"
79,"ui/icon/190000/190237.tex","ui/icon/082000/082091.tex","BannerCondition#251",2107,"烹调师（简易）"
80,"ui/icon/190000/190238.tex","ui/icon/082000/082091.tex","BannerCondition#276",2108,"采矿工（简易）"
81,"ui/icon/190000/190239.tex","ui/icon/082000/082091.tex","BannerCondition#277",2109,"园艺工（简易）"
82,"ui/icon/190000/190240.tex","ui/icon/082000/082091.tex","BannerCondition#278",2110,"捕鱼人（简易）"
83,"ui/icon/190000/190652.tex","ui/icon/082000/082091.tex","BannerCondition#299",1001,"格里达尼亚"
84,"ui/icon/190000/190651.tex","ui/icon/082000/082091.tex","BannerCondition#299",1000,"利姆萨·罗敏萨"
85,"ui/icon/190000/190653.tex","ui/icon/082000/082091.tex","BannerCondition#299",1002,"乌尔达哈"
86,"ui/icon/190000/190701.tex","ui/icon/082000/082091.tex","BannerCondition#319",2500,"巴哈姆特绝境战"
87,"ui/icon/190000/190702.tex","ui/icon/082000/082091.tex","BannerCondition#320",2501,"究极神兵绝境战"
88,"ui/icon/190000/190703.tex","ui/icon/082000/082091.tex","BannerCondition#321",2502,"亚历山大绝境战"
89,"ui/icon/190000/190704.tex","ui/icon/082000/082091.tex","BannerCondition#322",2503,"幻想龙诗绝境战"
90,"ui/icon/190000/190412.tex","ui/icon/082000/082091.tex","BannerCondition#323",3209,"第2赛季水晶冲突：王者"
91,"ui/icon/190000/190413.tex","ui/icon/082000/082091.tex","BannerCondition#324",3210,"第2赛季水晶冲突：勇者"
92,"ui/icon/190000/190414.tex","ui/icon/082000/082091.tex","BannerCondition#325",3211,"第2赛季水晶冲突：获奖者"
93,"ui/icon/190000/190415.tex","ui/icon/082000/082091.tex","BannerCondition#326",3217,"第2赛季水晶冲突：青铜"
94,"ui/icon/190000/190416.tex","ui/icon/082000/082091.tex","BannerCondition#327",3216,"第2赛季水晶冲突：白银"
95,"ui/icon/190000/190417.tex","ui/icon/082000/082091.tex","BannerCondition#328",3215,"第2赛季水晶冲突：黄金"
96,"ui/icon/190000/190418.tex","ui/icon/082000/082091.tex","BannerCondition#329",3214,"第2赛季水晶冲突：白金"
97,"ui/icon/190000/190419.tex","ui/icon/082000/082091.tex","BannerCondition#330",3213,"第2赛季水晶冲突：钻石"
98,"ui/icon/190000/190420.tex","ui/icon/082000/082091.tex","BannerCondition#331",3212,"第2赛季水晶冲突：水晶"
99,"ui/icon/190000/190421.tex","ui/icon/082000/082091.tex","BannerCondition#332",3218,"第3赛季水晶冲突：王者"
100,"ui/icon/190000/190422.tex","ui/icon/082000/082091.tex","BannerCondition#333",3219,"第3赛季水晶冲突：勇者"
101,"ui/icon/190000/190423.tex","ui/icon/082000/082091.tex","BannerCondition#334",3220,"第3赛季水晶冲突：获奖者"
102,"ui/icon/190000/190424.tex","ui/icon/082000/082091.tex","BannerCondition#335",3226,"第3赛季水晶冲突：青铜"
103,"ui/icon/190000/190425.tex","ui/icon/082000/082091.tex","BannerCondition#336",3225,"第3赛季水晶冲突：白银"
104,"ui/icon/190000/190426.tex","ui/icon/082000/082091.tex","BannerCondition#337",3224,"第3赛季水晶冲突：黄金"
105,"ui/icon/190000/190427.tex","ui/icon/082000/082091.tex","BannerCondition#338",3223,"第3赛季水晶冲突：白金"
106,"ui/icon/190000/190428.tex","ui/icon/082000/082091.tex","BannerCondition#339",3222,"第3赛季水晶冲突：钻石"
107,"ui/icon/190000/190429.tex","ui/icon/082000/082091.tex","BannerCondition#340",3221,"第3赛季水晶冲突：水晶"
108,"ui/icon/190000/190430.tex","ui/icon/082000/082091.tex","BannerCondition#341",3002,"水晶冲突：蓝色"
109,"ui/icon/190000/190431.tex","ui/icon/082000/082091.tex","BannerCondition#342",3003,"水晶冲突：红色"
110,"ui/icon/190000/190705.tex","ui/icon/082000/082091.tex","BannerCondition#343",2400,"多变迷宫：希拉狄哈水道"
111,"ui/icon/190000/190966.tex","ui/icon/082000/082091.tex","BannerCondition#344",2310,"友好部族任务：奥密克戎族"
112,"ui/icon/190000/190012.tex","ui/icon/082000/082091.tex","BannerCondition#1",12,"蓝天"
113,"ui/icon/190000/190013.tex","ui/icon/082000/082091.tex","BannerCondition#1",11,"沙滩"
114,"ui/icon/190000/190014.tex","ui/icon/082000/082091.tex","BannerCondition#1",13,"星空"
115,"ui/icon/190000/190015.tex","ui/icon/082000/082091.tex","BannerCondition#1",19,"砖瓦"
116,"ui/icon/190000/190016.tex","ui/icon/082000/082091.tex","BannerCondition#1",20,"漫画"
117,"ui/icon/190000/190017.tex","ui/icon/082000/082091.tex","BannerCondition#1",17,"黑色方格"
118,"ui/icon/190000/190018.tex","ui/icon/082000/082091.tex","BannerCondition#1",18,"白色方格"
119,"ui/icon/190000/190019.tex","ui/icon/082000/082091.tex","BannerCondition#1",21,"几何图形：圆形"
120,"ui/icon/190000/190020.tex","ui/icon/082000/082091.tex","BannerCondition#1",16,"以太特效：紫色"
121,"ui/icon/190000/190021.tex","ui/icon/082000/082091.tex","BannerCondition#1",14,"以太特效：蓝色"
122,"ui/icon/190000/190022.tex","ui/icon/082000/082091.tex","BannerCondition#1",15,"以太特效：红色"
123,"ui/icon/190000/190023.tex","ui/icon/082000/082091.tex","BannerCondition#347",22,"乐谱"
124,"ui/icon/190000/190024.tex","ui/icon/082000/082091.tex","BannerCondition#1",23,"东方样式"
125,"ui/icon/190000/190025.tex","ui/icon/082000/082091.tex","BannerCondition#1",900,"稀有度1"
126,"ui/icon/190000/190026.tex","ui/icon/082000/082091.tex","BannerCondition#1",901,"稀有度2"
127,"ui/icon/190000/190027.tex","ui/icon/082000/082091.tex","BannerCondition#1",902,"稀有度3"
128,"ui/icon/190000/190028.tex","ui/icon/082000/082091.tex","BannerCondition#1",903,"稀有度4"
129,"ui/icon/190000/190029.tex","ui/icon/082000/082091.tex","BannerCondition#1",904,"稀有度5"
130,"ui/icon/190000/190601.tex","ui/icon/082000/082091.tex","BannerCondition#346",1010,"国旗：利姆萨·罗敏萨"
131,"ui/icon/190000/190602.tex","ui/icon/082000/082091.tex","BannerCondition#346",1011,"国旗：格里达尼亚"
132,"ui/icon/190000/190603.tex","ui/icon/082000/082091.tex","BannerCondition#346",1012,"国旗：乌尔达哈"
133,"ui/icon/190000/190432.tex","ui/icon/082000/082091.tex","BannerCondition#409",3227,"第4赛季水晶冲突：王者"
134,"ui/icon/190000/190433.tex","ui/icon/082000/082091.tex","BannerCondition#410",3228,"第4赛季水晶冲突：勇者"
135,"ui/icon/190000/190434.tex","ui/icon/082000/082091.tex","BannerCondition#411",3229,"第4赛季水晶冲突：获奖者"
136,"ui/icon/190000/190440.tex","ui/icon/082000/082091.tex","BannerCondition#412",3230,"第4赛季水晶冲突：水晶"
137,"ui/icon/190000/190439.tex","ui/icon/082000/082091.tex","BannerCondition#413",3231,"第4赛季水晶冲突：钻石"
138,"ui/icon/190000/190438.tex","ui/icon/082000/082091.tex","BannerCondition#414",3232,"第4赛季水晶冲突：白金"
139,"ui/icon/190000/190437.tex","ui/icon/082000/082091.tex","BannerCondition#415",3233,"第4赛季水晶冲突：黄金"
140,"ui/icon/190000/190436.tex","ui/icon/082000/082091.tex","BannerCondition#416",3234,"第4赛季水晶冲突：白银"
141,"ui/icon/190000/190435.tex","ui/icon/082000/082091.tex","BannerCondition#417",3235,"第4赛季水晶冲突：青铜"
142,"ui/icon/190000/190441.tex","ui/icon/082000/082091.tex","BannerCondition#418",3236,"第5赛季水晶冲突：王者"
143,"ui/icon/190000/190442.tex","ui/icon/082000/082091.tex","BannerCondition#419",3237,"第5赛季水晶冲突：勇者"
144,"ui/icon/190000/190443.tex","ui/icon/082000/082091.tex","BannerCondition#420",3238,"第5赛季水晶冲突：获奖者"
145,"ui/icon/190000/190449.tex","ui/icon/082000/082091.tex","BannerCondition#421",3239,"第5赛季水晶冲突：水晶"
146,"ui/icon/190000/190448.tex","ui/icon/082000/082091.tex","BannerCondition#422",3240,"第5赛季水晶冲突：钻石"
147,"ui/icon/190000/190447.tex","ui/icon/082000/082091.tex","BannerCondition#423",3241,"第5赛季水晶冲突：白金"
148,"ui/icon/190000/190446.tex","ui/icon/082000/082091.tex","BannerCondition#424",3242,"第5赛季水晶冲突：黄金"
149,"ui/icon/190000/190445.tex","ui/icon/082000/082091.tex","BannerCondition#425",3243,"第5赛季水晶冲突：白银"
150,"ui/icon/190000/190444.tex","ui/icon/082000/082091.tex","BannerCondition#426",3244,"第5赛季水晶冲突：青铜"
151,"ui/icon/190000/190450.tex","ui/icon/082000/082091.tex","BannerCondition#427",3004,"猎隼阵营"
152,"ui/icon/190000/190451.tex","ui/icon/082000/082091.tex","BannerCondition#428",3005,"渡鸦阵营"
153,"ui/icon/190000/190962.tex","ui/icon/082000/082091.tex","BannerCondition#429",2306,"友好部族任务：仙子族"
154,"ui/icon/190000/190963.tex","ui/icon/082000/082091.tex","BannerCondition#430",2307,"友好部族任务：奇塔利族"
155,"ui/icon/190000/190964.tex","ui/icon/082000/082091.tex","BannerCondition#431",2308,"友好部族任务：矮人族"
156,"ui/icon/190000/190965.tex","ui/icon/082000/082091.tex","BannerCondition#432",2309,"友好部族任务：悌阳象族"
157,"ui/icon/190000/190967.tex","ui/icon/082000/082091.tex","BannerCondition#433",2311,"友好部族任务：兔兔族"
158,"ui/icon/190000/190706.tex","ui/icon/082000/082091.tex","BannerCondition#434",2504,"欧米茄绝境验证战"
159,"ui/icon/190000/190711.tex","ui/icon/082000/082091.tex","BannerCondition#465",2354,"深层迷宫：正统优雷卡1"
160,"ui/icon/190000/190712.tex","ui/icon/082000/082091.tex","BannerCondition#466",2355,"深层迷宫：正统优雷卡2"
161,"ui/icon/190000/190713.tex","ui/icon/082000/082091.tex","BannerCondition#467",2251,"第七星历编年史：四圣兽奇谭"
162,"ui/icon/190000/190714.tex","ui/icon/082000/082091.tex","BannerCondition#468",2340,"开拓无人岛1"
163,"ui/icon/190000/190715.tex","ui/icon/082000/082091.tex","BannerCondition#469",2341,"开拓无人岛2"
164,"ui/icon/190000/190452.tex","ui/icon/082000/082091.tex","BannerCondition#502",3245,"第6赛季水晶冲突：王者"
165,"ui/icon/190000/190453.tex","ui/icon/082000/082091.tex","BannerCondition#503",3246,"第6赛季水晶冲突：勇者"
166,"ui/icon/190000/190454.tex","ui/icon/082000/082091.tex","BannerCondition#504",3247,"第6赛季水晶冲突：获奖者"
167,"ui/icon/190000/190460.tex","ui/icon/082000/082091.tex","BannerCondition#505",3248,"第6赛季水晶冲突：水晶"
168,"ui/icon/190000/190459.tex","ui/icon/082000/082091.tex","BannerCondition#506",3249,"第6赛季水晶冲突：钻石"
169,"ui/icon/190000/190458.tex","ui/icon/082000/082091.tex","BannerCondition#507",3250,"第6赛季水晶冲突：白金"
170,"ui/icon/190000/190457.tex","ui/icon/082000/082091.tex","BannerCondition#508",3251,"第6赛季水晶冲突：黄金"
171,"ui/icon/190000/190456.tex","ui/icon/082000/082091.tex","BannerCondition#509",3252,"第6赛季水晶冲突：白银"
172,"ui/icon/190000/190455.tex","ui/icon/082000/082091.tex","BannerCondition#510",3253,"第6赛季水晶冲突：青铜"
173,"ui/icon/190000/190461.tex","ui/icon/082000/082091.tex","BannerCondition#511",3254,"第7赛季水晶冲突：王者"
174,"ui/icon/190000/190462.tex","ui/icon/082000/082091.tex","BannerCondition#512",3255,"第7赛季水晶冲突：勇者"
175,"ui/icon/190000/190463.tex","ui/icon/082000/082091.tex","BannerCondition#513",3256,"第7赛季水晶冲突：获奖者"
176,"ui/icon/190000/190469.tex","ui/icon/082000/082091.tex","BannerCondition#514",3257,"第7赛季水晶冲突：水晶"
177,"ui/icon/190000/190468.tex","ui/icon/082000/082091.tex","BannerCondition#515",3258,"第7赛季水晶冲突：钻石"
178,"ui/icon/190000/190467.tex","ui/icon/082000/082091.tex","BannerCondition#516",3259,"第7赛季水晶冲突：白金"
179,"ui/icon/190000/190466.tex","ui/icon/082000/082091.tex","BannerCondition#517",3260,"第7赛季水晶冲突：黄金"
180,"ui/icon/190000/190465.tex","ui/icon/082000/082091.tex","BannerCondition#518",3261,"第7赛季水晶冲突：白银"
181,"ui/icon/190000/190464.tex","ui/icon/082000/082091.tex","BannerCondition#519",3262,"第7赛季水晶冲突：青铜"
182,"ui/icon/190000/190470.tex","ui/icon/082000/082091.tex","BannerCondition#520",3006,"东方青海波1"
183,"ui/icon/190000/190471.tex","ui/icon/082000/082091.tex","BannerCondition#521",3007,"东方青海波2"
184,"ui/icon/190000/190960.tex","ui/icon/082000/082091.tex","BannerCondition#524",2303,"友好部族任务：甲人族"
185,"ui/icon/190000/190959.tex","ui/icon/082000/082091.tex","BannerCondition#525",2304,"友好部族任务：阿难陀族"
186,"ui/icon/190000/190961.tex","ui/icon/082000/082091.tex","BannerCondition#526",2305,"友好部族任务：鲶鱼精族"
187,"ui/icon/190000/190320.tex","ui/icon/082000/082091.tex","BannerCondition#522",2169,"青魔法师（华丽）"
188,,,"BannerCondition#0",0,""
189,"ui/icon/190000/190717.tex","ui/icon/082000/082091.tex","BannerCondition#523",3950,"10周年纪念"
190,"ui/icon/190000/190718.tex","ui/icon/082000/082091.tex","BannerCondition#528",2401,"多变迷宫：六根山"
191,"ui/icon/190000/190719.tex","ui/icon/082000/082091.tex","BannerCondition#529",2342,"海钓爱好者"
192,"ui/icon/190000/190720.tex","ui/icon/082000/082091.tex","BannerCondition#530",2343,"愿者上钩"
193,"ui/icon/190000/190721.tex","ui/icon/082000/082091.tex","BannerCondition#531",2350,"运筹帷幄"
194,"ui/icon/190000/190490.tex","ui/icon/082000/082091.tex","BannerCondition#578",3008,"角力学校"
195,"ui/icon/190000/190491.tex","ui/icon/082000/082091.tex","BannerCondition#579",3009,"九霄云上"
196,"ui/icon/190000/190472.tex","ui/icon/082000/082091.tex","BannerCondition#580",3263,"第8赛季水晶冲突：王者"
197,"ui/icon/190000/190473.tex","ui/icon/082000/082091.tex","BannerCondition#581",3264,"第8赛季水晶冲突：勇者"
198,"ui/icon/190000/190474.tex","ui/icon/082000/082091.tex","BannerCondition#582",3265,"第8赛季水晶冲突：获奖者"
199,"ui/icon/190000/190480.tex","ui/icon/082000/082091.tex","BannerCondition#583",3266,"第8赛季水晶冲突：水晶"
200,"ui/icon/190000/190479.tex","ui/icon/082000/082091.tex","BannerCondition#584",3267,"第8赛季水晶冲突：钻石"
201,"ui/icon/190000/190478.tex","ui/icon/082000/082091.tex","BannerCondition#585",3268,"第8赛季水晶冲突：白金"
202,"ui/icon/190000/190477.tex","ui/icon/082000/082091.tex","BannerCondition#586",3269,"第8赛季水晶冲突：黄金"
203,"ui/icon/190000/190476.tex","ui/icon/082000/082091.tex","BannerCondition#587",3270,"第8赛季水晶冲突：白银"
204,"ui/icon/190000/190475.tex","ui/icon/082000/082091.tex","BannerCondition#588",3271,"第8赛季水晶冲突：青铜"
205,"ui/icon/190000/190481.tex","ui/icon/082000/082091.tex","BannerCondition#589",3272,"第9赛季水晶冲突：王者"
206,"ui/icon/190000/190482.tex","ui/icon/082000/082091.tex","BannerCondition#590",3273,"第9赛季水晶冲突：勇者"
207,"ui/icon/190000/190483.tex","ui/icon/082000/082091.tex","BannerCondition#591",3274,"第9赛季水晶冲突：获奖者"
208,"ui/icon/190000/190489.tex","ui/icon/082000/082091.tex","BannerCondition#592",3275,"第9赛季水晶冲突：水晶"
209,"ui/icon/190000/190488.tex","ui/icon/082000/082091.tex","BannerCondition#593",3276,"第9赛季水晶冲突：钻石"
210,"ui/icon/190000/190487.tex","ui/icon/082000/082091.tex","BannerCondition#594",3277,"第9赛季水晶冲突：白金"
211,"ui/icon/190000/190486.tex","ui/icon/082000/082091.tex","BannerCondition#595",3278,"第9赛季水晶冲突：黄金"
212,"ui/icon/190000/190485.tex","ui/icon/082000/082091.tex","BannerCondition#596",3279,"第9赛季水晶冲突：白银"
213,"ui/icon/190000/190484.tex","ui/icon/082000/082091.tex","BannerCondition#597",3280,"第9赛季水晶冲突：青铜"
214,"ui/icon/190000/190492.tex","ui/icon/082000/082091.tex","BannerCondition#598",3281,"第10赛季水晶冲突：王者"
215,"ui/icon/190000/190493.tex","ui/icon/082000/082091.tex","BannerCondition#599",3282,"第10赛季水晶冲突：勇者"
216,"ui/icon/190000/190494.tex","ui/icon/082000/082091.tex","BannerCondition#600",3283,"第10赛季水晶冲突：获奖者"
217,"ui/icon/190000/190500.tex","ui/icon/082000/082091.tex","BannerCondition#601",3284,"第10赛季水晶冲突：水晶"
218,"ui/icon/190000/190499.tex","ui/icon/082000/082091.tex","BannerCondition#602",3285,"第10赛季水晶冲突：钻石"
219,"ui/icon/190000/190498.tex","ui/icon/082000/082091.tex","BannerCondition#603",3286,"第10赛季水晶冲突：白金"
220,"ui/icon/190000/190497.tex","ui/icon/082000/082091.tex","BannerCondition#604",3287,"第10赛季水晶冲突：黄金"
221,"ui/icon/190000/190496.tex","ui/icon/082000/082091.tex","BannerCondition#605",3288,"第10赛季水晶冲突：白银"
222,"ui/icon/190000/190495.tex","ui/icon/082000/082091.tex","BannerCondition#606",3289,"第10赛季水晶冲突：青铜"
223,"ui/icon/190000/190956.tex","ui/icon/082000/082091.tex","BannerCondition#567",2300,"友好部族任务：瓦努族"
224,"ui/icon/190000/190957.tex","ui/icon/082000/082091.tex","BannerCondition#568",2301,"友好部族任务：骨颌族"
225,"ui/icon/190000/190958.tex","ui/icon/082000/082091.tex","BannerCondition#569",2302,"友好部族任务：莫古力族"
226,"ui/icon/190000/190724.tex","ui/icon/082000/082091.tex","BannerCondition#572",2252,"艾欧泽亚神话"
227,"ui/icon/190000/190725.tex","ui/icon/082000/082091.tex","BannerCondition#574",2402,"多变迷宫：阿罗阿罗岛"
228,"ui/icon/190000/190722.tex","ui/icon/082000/082091.tex","BannerCondition#570",2600,"天书奇谈"
229,"ui/icon/190000/190723.tex","ui/icon/082000/082091.tex","BannerCondition#571",2601,"幻巧拼图"
230,"ui/icon/190000/190726.tex","ui/icon/082000/082091.tex","BannerCondition#575",2700,"金碟巨豆中心1"
231,"ui/icon/190000/190727.tex","ui/icon/082000/082091.tex","BannerCondition#576",2701,"金碟巨豆中心2"
232,"ui/icon/190000/190728.tex","ui/icon/082000/082091.tex","BannerCondition#577",2702,"金碟巨豆中心3"
