key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
117,5,"立正",,,,,,5,"演技教材·立正",,,1,"英雄之卵","推进“重生之境”的主线任务进度后解锁获取条件",False
118,5,"稍息",,,,,,5,"演技教材·稍息",,,1,"英雄之卵","推进“重生之境”的主线任务进度后解锁获取条件",False
119,5,"说明",,,,,,21,"ENpcBase#1005244","Level#4270098","演技教材·说明",0,,"",False
120,5,"干劲十足",,,,,,14,,,,0,,"",True
121,5,"亮出武器",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
122,5,"收回武器",,,,,,16,,,,1,"前往游乐场","推进“重生之境”的支线任务进度后解锁获取条件",False
123,5,"提醒",,,,,,21,"ENpcBase#1005244","Level#4270098","演技教材·提醒",0,,"",False
124,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：骑士",0,,"",False
125,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：战士",0,,"",False
126,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：暗黑骑士",0,,"",False
127,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：绝枪战士",0,,"",False
128,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：白魔法师",0,,"",False
129,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：学者",0,,"",False
130,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：占星术士",0,,"",False
131,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：贤者",0,,"",False
132,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：武僧",0,,"",False
133,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：龙骑士",0,,"",False
134,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：忍者",0,,"",False
135,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：武士",0,,"",False
136,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：钐镰客",0,,"",False
137,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：吟游诗人",0,,"",False
138,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：机工士",0,,"",False
139,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：舞者",0,,"",False
140,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：黑魔法师",0,,"",False
141,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：召唤师",0,,"",False
142,9,,,,,,,21,"ENpcBase#1038441","Level#9159882","肖像教材：赤魔法师",0,,"",False
143,9,,,,,,,14,,,,0,,"",True
144,9,,,,,,,14,,,,0,,"",True
145,9,,,,,,,11,"冲突的王者",,,0,,"",True
146,11,,,,,,,11,"冲突的勇者",,,0,,"",True
147,11,,,,,,,11,"冲突的获奖者",,,0,,"",True
148,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
149,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
150,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
151,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
152,11,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
153,9,,,,,,,13,"ENpcBase#1005417","Level#6245610",,0,,"",True
154,2,,,,,,,9,,,,0,,"",False
155,2,,,,,,,10,,,,0,,"",False
156,1,"纳尔札尔双剑",,,,,,2,"纳尔札尔双剑",,,1,"利剑与铁拳的交锋","推进“剑术师”的职业任务进度后解锁获取条件",False
157,1,"斩断宿怨之日",,,,,,2,"斩断宿怨之日",,,1,"突破阻隔","推进“斧术师”的职业任务进度后解锁获取条件",False
158,1,"领悟自然",,,,,,2,"领悟自然",,,1,"心为森所惑","推进“幻术师”的职业任务进度后解锁获取条件",False
159,1,"拳圣",,,,,,2,"拳圣",,,1,"烈火光明星，驰骋奔流星","推进“格斗家”的职业任务进度后解锁获取条件",False
160,1,"勇气的证明",,,,,,2,"勇气的证明",,,1,"功勋卓越之人","推进“枪术师”的职业任务进度后解锁获取条件",False
161,1,"触手可及的胜利",,,,,,2,"触手可及的胜利",,,1,"黑市商人之死","推进“双剑师”的职业任务进度后解锁获取条件",False
162,1,"毫无迷惘的眼瞳",,,,,,2,"毫无迷惘的眼瞳",,,1,"雾中的歧路","推进“弓箭手”的职业任务进度后解锁获取条件",False
163,1,"胆小之人的勇气",,,,,,2,"胆小之人的勇气",,,1,"射向深渊的光","推进“咒术师”的职业任务进度后解锁获取条件",False
164,1,"秘术最高级命题的证明",,,,,,2,"秘术最高级命题的证明",,,1,"洒脱的佯攻战术","推进“秘术师”的职业任务进度后解锁获取条件",False
165,1,"自由骑士的誓约",,,,,,2,"自由骑士的誓约",,,0,,"",False
166,1,"责任与使命",,,,,,2,"责任与使命",,,0,,"",False
167,1,"来自深渊",,,,,,2,"来自深渊",,,0,,"",False
168,1,"成为绝枪战士",,,,,,2,"成为绝枪战士",,,0,,"",False
169,1,"伟人的后继者",,,,,,2,"伟人的后继者",,,0,,"",False
170,1,"被遗忘的学问",,,,,,2,"被遗忘的学问",,,0,,"",False
171,1,"通往天界之路",,,,,,2,"通往天界之路",,,0,,"",False
172,1,"贤者的誓词",,,,,,2,"贤者的誓词",,,0,,"",False
173,1,"亡国的雷鸣",,,,,,2,"亡国的雷鸣",,,0,,"",False
174,1,"龙眼",,,,,,2,"龙眼",,,0,,"",False
175,1,"月与影",,,,,,2,"月与影",,,0,,"",False
176,1,"武士之路",,,,,,2,"武士之路",,,0,,"",False
177,1,"何谓钐镰客",,,,,,2,"何谓钐镰客",,,0,,"",False
178,1,"诗与弓交织的旋律",,,,,,2,"诗与弓交织的旋律",,,0,,"",False
179,1,"工房救星",,,,,,2,"工房救星",,,0,,"",False
180,1,"舞者降临",,,,,,2,"舞者降临",,,0,,"",False
181,1,"罪人的低语，命运的神谕",,,,,,2,"罪人的低语，命运的神谕",,,0,,"",False
182,1,"业火的召唤",,,,,,2,"业火的召唤",,,0,,"",False
183,1,"成为赤魔法师",,,,,,2,"成为赤魔法师",,,0,,"",False
184,1,"自称青魔法师的男人",,,,,,2,"自称青魔法师的男人",,,0,,"",False
185,1,"高举骑士的圣剑",,,,,,2,"高举骑士的圣剑",,,1,"各怀异心","推进“骑士”的特职任务进度后解锁获取条件",False
186,1,"顶级战士",,,,,,2,"顶级战士",,,1,"较量","推进“战士”的特职任务进度后解锁获取条件",False
187,1,"英雄的幻影",,,,,,2,"英雄的幻影",,,1,"与世为敌","推进“暗黑骑士”的特职任务进度后解锁获取条件",False
188,1,"镇抚的仪式",,,,,,2,"镇抚的仪式",,,1,"恶徒的报应","推进“白魔法师”的特职任务进度后解锁获取条件",False
189,1,"新时代的学者",,,,,,2,"新时代的学者",,,1,"军事学治疗法","推进“学者”的特职任务进度后解锁获取条件",False
190,1,"冰枪的试炼",,,,,,2,"冰枪的试炼",,,1,"蕾薇瓦老师的特别指导","推进“占星术士”的特职任务进度后解锁获取条件",False
191,1,"废王的回归",,,,,,2,"废王的回归",,,1,"无明的内地","推进“武僧”的特职任务进度后解锁获取条件",False
192,1,"苍天之龙骑士",,,,,,2,"苍天之龙骑士",,,1,"邪龙之声","推进“龙骑士”的特职任务进度后解锁获取条件",False
193,1,"师与徒",,,,,,2,"师与徒",,,1,"心与行","推进“忍者”的特职任务进度后解锁获取条件",False
194,1,"生命的赞歌",,,,,,2,"生命的赞歌",,,1,"渴求净罪之地","推进“吟游诗人”的特职任务进度后解锁获取条件",False
195,1,"赌上名誉的战斗",,,,,,2,"赌上名誉的战斗",,,1,"逆境","推进“机工士”的特职任务进度后解锁获取条件",False
196,1,"黑魔的引导，法师的真实",,,,,,2,"黑魔的引导，法师的真实",,,1,"求索的旅途，绸缪的出路","推进“黑魔法师”的特职任务进度后解锁获取条件",False
197,1,"邪道与正道",,,,,,2,"邪道与正道",,,1,"烈风的召唤","推进“召唤师”的特职任务进度后解锁获取条件",False
198,1,"第二代蓝色假面",,,,,,2,"第二代蓝色假面",,,1,"青天霹雳","推进“青魔法师”的特职任务进度后解锁获取条件",False
199,1,"真正的骑士",,,,,,2,"真正的骑士",,,1,"消灭毒蝎","推进“骑士”的特职任务进度后解锁获取条件",False
200,1,"为保护一切的乱击",,,,,,2,"为保护一切的乱击",,,1,"斩不断的恐惧","推进“战士”的特职任务进度后解锁获取条件",False
201,1,"消逝于云海间",,,,,,2,"消逝于云海间",,,1,"奥义的答案","推进“暗黑骑士”的特职任务进度后解锁获取条件",False
202,1,"治愈之手",,,,,,2,"治愈之手",,,1,"困惑的角尊","推进“白魔法师”的特职任务进度后解锁获取条件",False
203,1,"新时代的海兵团",,,,,,2,"新时代的海兵团",,,1,"消失的大妖异","推进“学者”的特职任务进度后解锁获取条件",False
204,1,"命运之手",,,,,,2,"命运之手",,,1,"守护睿智之人","推进“占星术士”的特职任务进度后解锁获取条件",False
205,1,"力量与责任",,,,,,2,"力量与责任",,,1,"笼中之鸟","推进“武僧”的特职任务进度后解锁获取条件",False
206,1,"誓言与枪同在",,,,,,2,"誓言与枪同在",,,1,"血染的命运","推进“龙骑士”的特职任务进度后解锁获取条件",False
207,1,"雪与雨",,,,,,2,"雪与雨",,,1,"圆与缺","推进“忍者”的特职任务进度后解锁获取条件",False
208,1,"极恶之人木枯",,,,,,2,"极恶之人木枯",,,1,"皇都鸳鸯崖下呓","推进“武士”的特职任务进度后解锁获取条件",False
209,1,"终焉的战歌",,,,,,2,"终焉的战歌",,,1,"诗圣就在天空中","推进“吟游诗人”的特职任务进度后解锁获取条件",False
210,1,"瞄准！我们的未来",,,,,,2,"瞄准！我们的未来",,,1,"惭愧！锈铁的罪孽","推进“机工士”的特职任务进度后解锁获取条件",False
211,1,"破坏的烈焰，治愈的清流",,,,,,2,"破坏的烈焰，治愈的清流",,,1,"鲁莽的制裁，正义的光辉","推进“黑魔法师”的特职任务进度后解锁获取条件",False
212,1,"破除黑暗，绽放光明",,,,,,2,"破除黑暗，绽放光明",,,1,"召唤远古之力","推进“召唤师”的特职任务进度后解锁获取条件",False
213,1,"最后的抗争",,,,,,2,"最后的抗争",,,1,"兰巴德的幻影","推进“赤魔法师”的特职任务进度后解锁获取条件",False
214,1,"永别了，初代蓝色假面",,,,,,2,"永别了，初代蓝色假面",,,1,"真正的齐格弗里德","推进“青魔法师”的特职任务进度后解锁获取条件",False
215,1,"为了更强",,,,,,2,"为了更强",,,1,"决赛风波","推进“骑士”的特职任务进度后解锁获取条件",False
216,1,"燃烧吧高吉",,,,,,2,"燃烧吧高吉",,,1,"前往东方","推进“战士”的特职任务进度后解锁获取条件",False
217,1,"再次相见",,,,,,2,"再次相见",,,1,"奇迹的结束","推进“暗黑骑士”的特职任务进度后解锁获取条件",False
218,1,"真正的绝枪战士",,,,,,2,"真正的绝枪战士",,,1,"强敌来袭？保护流亡的魔导技师！","推进“绝枪战士”的特职任务进度后解锁获取条件",False
219,1,"角尊的宝贝",,,,,,2,"角尊的宝贝",,,1,"角尊严厉的规定","推进“白魔法师”的特职任务进度后解锁获取条件",False
220,1,"穿越时空的夙愿",,,,,,2,"穿越时空的夙愿",,,1,"小仙女的下落","推进“学者”的特职任务进度后解锁获取条件",False
221,1,"天地交融",,,,,,2,"天地交融",,,1,"风起云涌黄金港","推进“占星术士”的特职任务进度后解锁获取条件",False
222,1,"守护之力",,,,,,2,"守护之力",,,1,"自己的路","推进“武僧”的特职任务进度后解锁获取条件",False
223,1,"红血之龙骑士",,,,,,2,"红血之龙骑士",,,1,"漆黑的巨龙","推进“龙骑士”的特职任务进度后解锁获取条件",False
224,1,"影隐忍法贴",,,,,,2,"影隐忍法贴",,,1,"始祖密令","推进“忍者”的特职任务进度后解锁获取条件",False
225,1,"决战龟甲岛",,,,,,2,"决战龟甲岛",,,1,"讨伐雨月","推进“武士”的特职任务进度后解锁获取条件",False
226,1,"和平颂歌",,,,,,2,"和平颂歌",,,1,"各自的决断","推进“吟游诗人”的特职任务进度后解锁获取条件",False
227,1,"认同彼此",,,,,,2,"认同彼此",,,1,"火枪队发现疑点","推进“机工士”的特职任务进度后解锁获取条件",False
228,1,"最精彩的演出",,,,,,2,"最精彩的演出",,,1,"老师的信赖","推进“舞者”的特职任务进度后解锁获取条件",False
229,1,"通向未来的记忆",,,,,,2,"通向未来的记忆",,,1,"魔石的渴求","推进“黑魔法师”的特职任务进度后解锁获取条件",False
230,1,"召唤师的使命",,,,,,2,"召唤师的使命",,,1,"亚拉戈的记录","推进“召唤师”的特职任务进度后解锁获取条件",False
231,1,"抗争之力",,,,,,2,"抗争之力",,,1,"莉莉丝的后裔","推进“赤魔法师”的特职任务进度后解锁获取条件",False
232,1,"青魔法的未来",,,,,,2,"青魔法的未来",,,1,"模仿师格格","推进“青魔法师”的特职任务进度后解锁获取条件",False
233,0,,,,,,,0,,,,0,,"",False
234,0,,,,,,,0,,,,0,,"",False
235,1,"你曾说过的话",,,,,,2,"你曾说过的话",,,1,"摇摆的天平","",False
236,1,"光荣的被驱逐者",,,,,,2,"光荣的被驱逐者",,,1,"坑道的真相","",False
237,1,"不朽的搭档",,,,,,2,"不朽的搭档",,,1,"四处徘徊的勇德","",False
238,1,"终于又能见到你了",,,,,,2,"终于又能见到你了",,,1,"缇纳，加油","",False
239,1,"未来之路",,,,,,2,"未来之路",,,1,"兽之心，元灵之心","",False
240,1,"目送生者前行",,,,,,2,"目送生者前行",,,1,"战友已逝","",False
241,1,"驶向融合的巨轮",,,,,,2,"驶向融合的巨轮",,,1,"海雄旅团的秘策","",False
242,1,"英魂安息",,,,,,2,"英魂安息",,,1,"寄宿在遗物中的灵魂","",False
243,1,"仰望苍穹，不断迈进",,,,,,2,"仰望苍穹，不断迈进",,,1,"伟大的战争神，请引导我们","",False
244,1,"刻木匠贝亚坦师傅",,,,,,2,"刻木匠贝亚坦师傅",,,0,,"",False
245,1,"锻铁匠布瑞赛尔",,,,,,2,"锻铁匠布瑞赛尔",,,0,,"",False
246,1,"赫·纳恩萨首席造船师",,,,,,2,"赫·纳恩萨首席造船师",,,0,,"",False
247,1,"雕金少女赛伦蒂碧提",,,,,,2,"雕金少女赛伦蒂碧提",,,0,,"",False
248,1,"制革匠盖娃大姐",,,,,,2,"制革匠盖娃大姐",,,0,,"",False
249,1,"秀丽的裁衣匠雷多伦特·罗斯",,,,,,2,"秀丽的裁衣匠雷多伦特·罗斯",,,0,,"",False
250,1,"偏执的炼金术士塞文利安",,,,,,2,"偏执的炼金术士塞文利安",,,0,,"",False
251,1,"林格萨斯总厨师长",,,,,,2,"林格萨斯总厨师长",,,0,,"",False
252,1,"青出于蓝，进取不断",,,,,,2,"青出于蓝，进取不断",,,1,"爱别离苦","推进“刻木匠”的职业任务进度后解锁获取条件",False
253,1,"铸入利剑中的心意",,,,,,2,"铸入利剑中的心意",,,1,"送给美女剑士的礼物","推进“锻铁匠”的职业任务进度后解锁获取条件",False
254,1,"铸甲匠的信念",,,,,,2,"铸甲匠的信念",,,1,"个人胜负与行会危机","推进“铸甲匠”的职业任务进度后解锁获取条件",False
255,1,"起源的珍珠",,,,,,2,"起源的珍珠",,,1,"色彩缤纷的王冠","推进“雕金匠”的职业任务进度后解锁获取条件",False
256,1,"生命的光彩",,,,,,2,"生命的光彩",,,1,"危机来临","推进“制革匠”的职业任务进度后解锁获取条件",False
257,1,"恋爱战士的战斗服",,,,,,2,"恋爱战士的战斗服",,,1,"服装的极限","推进“裁衣匠”的职业任务进度后解锁获取条件",False
258,1,"一瞬间的奇迹",,,,,,2,"一瞬间的奇迹",,,1,"禁忌的研究","推进“炼金术士”的职业任务进度后解锁获取条件",False
259,1,"美食家罗罗力特的复仇",,,,,,2,"美食家罗罗力特的复仇",,,1,"海外思乡的厨艺","推进“烹调师”的职业任务进度后解锁获取条件",False
260,1,"父与子的宿命",,,,,,2,"父与子的宿命",,,1,"对龙陷阱","推进“刻木匠”的职业任务进度后解锁获取条件",False
261,1,"名匠与英雄",,,,,,2,"名匠与英雄",,,1,"宝剑与名匠","推进“锻铁匠”的职业任务进度后解锁获取条件",False
262,1,"同伴的意义",,,,,,2,"同伴的意义",,,1,"重生的男子汉","推进“铸甲匠”的职业任务进度后解锁获取条件",False
263,1,"结缘之物",,,,,,2,"结缘之物",,,1,"注入思念","推进“雕金匠”的职业任务进度后解锁获取条件",False
264,1,"无尽的野心",,,,,,2,"无尽的野心",,,1,"开拓新客户","推进“制革匠”的职业任务进度后解锁获取条件",False
265,1,"母亲的秘密",,,,,,2,"母亲的秘密",,,1,"顽固的母亲","推进“裁衣匠”的职业任务进度后解锁获取条件",False
266,1,"人心所向的结局",,,,,,2,"人心所向的结局",,,1,"处心积虑的犯罪","推进“炼金术士”的职业任务进度后解锁获取条件",False
267,1,"待客之心",,,,,,2,"待客之心",,,1,"为他人着想的食谱","推进“烹调师”的职业任务进度后解锁获取条件",False
