key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
38,3,"锻冶","RecipeLevelTable#13","青铜骑兵剑",1,"青铜锭",1,"硬革",1,"牡羊角",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
39,3,"锻冶","RecipeLevelTable#14","青铜刺柄双刃斧",1,"青铜锭",3,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
40,3,"锻冶","RecipeLevelTable#14","黄铜裁皮刀",1,"青铜裁皮刀",1,"砂岩磨刀石",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
41,3,"锻冶","RecipeLevelTable#15","青铜鸟嘴锤",1,"青铜锭",1,"棉布",1,"梣木木材",1,"水母油",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
42,3,"锻冶","RecipeLevelTable#15","青铜圆头锤",1,"青铜锭",1,"青铜板",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
43,1,"锻冶","RecipeLevelTable#16","黑铁锭",1,"铁矿",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,"RecipeNotebookList#0",False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
44,3,"锻冶","RecipeLevelTable#16","白羽鹤嘴锄",1,"青铜鹤嘴锄",1,"硬革",1,"乌鸦之羽",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
45,3,"锻冶","RecipeLevelTable#16","黄铜手半剑",1,"青铜手半剑",1,"黄铜锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
46,3,"锻冶","RecipeLevelTable#16","陆行鸟手锯",1,"业余手锯",1,"青铜铆钉",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
47,3,"锻冶","RecipeLevelTable#16","黄铜指虎",1,"青铜指虎",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
48,3,"锻冶","RecipeLevelTable#17","黑铁战斧",1,"黑铁锭",2,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
49,3,"锻冶","RecipeLevelTable#17","黑铁手斧",1,"黑铁锭",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
50,3,"锻冶","RecipeLevelTable#17","黑铁双刃斧",1,"黑铁锭",2,"榆木木材",1,"硬革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
51,1,"锻冶","RecipeLevelTable#18","黑铁铆钉",1,"黑铁锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,"RecipeNotebookList#0",False,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
52,3,"锻冶","RecipeLevelTable#18","黑铁横头锤",1,"黑铁锭",1,"棉布",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
53,3,"锻冶","RecipeLevelTable#18","黑铁雕金锤",1,"黑铁锭",1,"黑铁铆钉",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
54,3,"锻冶","RecipeLevelTable#18","黑铁铸甲锤",1,"黑铁锭",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
55,3,"锻冶","RecipeLevelTable#19","黑铁平斩",1,"黑铁锭",1,"榆木木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
56,3,"锻冶","RecipeLevelTable#19","新来者手斧",1,"黑铁锭",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
57,3,"锻冶","RecipeLevelTable#19","新来者裁皮刀",1,"黑铁锭",1,"梣木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
58,3,"锻冶","RecipeLevelTable#19","新来者碎石锤",1,"黑铁锭",1,"榆木木材",1,"鱼胶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
59,3,"锻冶","RecipeLevelTable#20","黄铜维京剑",1,"青铜维京剑",1,"黄铜锭",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
60,3,"锻冶","RecipeLevelTable#20","黑铁鹤嘴锄",1,"黑铁锭",1,"棉布",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
61,3,"锻冶","RecipeLevelTable#20","新来者手锯",1,"黑铁锭",1,"黑铁铆钉",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
62,3,"锻冶","RecipeLevelTable#20","黑铁羊角锤",1,"黑铁锭",1,"榆木木材",1,"水母油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
63,3,"锻冶","RecipeLevelTable#20","残戮剑",1,"黄铜手半剑",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
64,3,"锻冶","RecipeLevelTable#21","黑铁厨刀",1,"黑铁锭",1,"榆木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
65,3,"锻冶","RecipeLevelTable#21","黑铁镰刀",1,"黑铁锭",1,"榆木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
66,3,"锻冶","RecipeLevelTable#21","黑铁研钵",1,"黑铁锭",2,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
67,3,"锻冶","RecipeLevelTable#21","业火战斧",1,"黑铁战斧",1,"黑铁锭",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
68,3,"锻冶","RecipeLevelTable#21","新来者横头锤",1,"黑铁锭",1,"棉布",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
69,3,"锻冶","RecipeLevelTable#21","新来者雕金锤",1,"黑铁锭",1,"黑铁铆钉",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
70,3,"锻冶","RecipeLevelTable#21","新来者铸甲锤",1,"黑铁锭",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
71,3,"锻冶","RecipeLevelTable#22","黑铁锉刀",1,"黑铁锭",2,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
72,3,"锻冶","RecipeLevelTable#22","黑铁手钳",1,"黑铁锭",1,"黑铁铆钉",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
73,3,"锻冶","RecipeLevelTable#22","新来者鹤嘴锄",1,"黑铁锭",1,"棉布",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
74,3,"锻冶","RecipeLevelTable#22","黑铁短剑",1,"黑铁锭",2,"榆木木材",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
75,3,"锻冶","RecipeLevelTable#23","黑铁碎石锤",1,"黑铁锭",1,"榆木木材",1,"鱼胶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
76,3,"锻冶","RecipeLevelTable#23","新来者平斩",1,"黑铁锭",1,"紫杉木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
77,3,"锻冶","RecipeLevelTable#23","铁甲指虎",1,"黑铁板",1,"黑铁锭",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
78,3,"锻冶","RecipeLevelTable#24","黑铁钩斧",1,"黑铁锭",2,"紫杉木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
79,3,"锻冶","RecipeLevelTable#24","黄铜手斧",1,"新来者手斧",1,"黄铜锭",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
80,3,"锻冶","RecipeLevelTable#24","黑铁雕纹手锯",1,"黑铁锭",1,"黑铁铆钉",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
81,3,"锻冶","RecipeLevelTable#24","新来者羊角锤",1,"黑铁锭",1,"紫杉木材",1,"蟹油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
82,3,"锻冶","RecipeLevelTable#24","新来者研钵",1,"黑铁锭",2,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
83,3,"锻冶","RecipeLevelTable#25","黑铁圆革刀",1,"黑铁锭",1,"紫杉木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
84,3,"锻冶","RecipeLevelTable#25","黑铁骑兵剑",1,"黑铁锭",1,"山羊革",1,"羚羊角",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
